Tên cơ sở,Địa chỉ,Số phòng,Điện thoại,Cơ quan nhà nước quản lý,Email,Website,Giá,Fax
Nhà nghỉ HƯNG PHÚC,"N2, Ấp Nhơn Xuyên, xã Thuận Nghĩa Hòa, Xã Thuận Nghĩa Hòa, Huyện Thạnh Hóa, Long An",,,Không,,,,
Nhà nghỉ Hồng Phúc,"Số nhà 94, tổ 60, khu Diêm Thuỷ, phường Cẩm Đông Cẩm Phả, Phường Cẩm Đông, Thành phố Cẩm Phả, Quảng Ninh",,,Không,,,,
Nhà nghỉ Bảo Trân,"Xuân Hòa 2, Ninh Phung, Ninh Hòa, Khánh Hòa, Xã Ninh Phụng, Thị xã Ninh Hòa, Khánh Hòa",,,Không,,,,
The queen hotel and spa 2,"33 ngõ huyện_hàng trống_hoàn kiếm_hà nội, Phường Hàng Trống, Quận Hoàn Kiếm, Thành phố Hà Nội",,,Không,,,,
Khách sạn Gold Central,"tổ 3 kp Lộc An, Phường Trảng Bàng, Huyện Trảng Bàng, Tây Ninh",,,Không,,,,
Ocean Bay Resort & Spa Phú Quốc,"Đường Dinh Bà, Xã Cửa Dương, Thành phố Phú Quốc, Kiên Giang",,,Không,,,,
Nhà nghỉ Vinh Anh,"Số 160, tổ 1, khu 4, phường Bãi Cháy, tp Hạ Long, tỉnh Quảng Ninh, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",,,Không,,,,
Nhà nghỉ Minh Loan,"Số nhà 162, Phố Giữa, Thị trấn Nước Hai, Huyện Hoà An, Cao Bằng",,,Không,,,,
Jack Ecolodge,"Thôn Chẳng Pồng-xã Lâm Thượng-huyện Lục Yên-tỉnh Yên Bái, Xã Lâm Thượng, Huyện Lục Yên, Yên Bái",,,Không,,,,
Nhà Nghỉ Thiên Ân,"Trần Hưng Đạo, Thị trấn Yên Minh, Huyện Yên Minh, Hà Giang",,,Không,,,,
Nhà nghỉ Hiền Chi,"Thôn Vĩnh Thịnh - Xã Tân Hưng - Lạng Giang - Bắc Giang, Xã Tân Hưng, Huyện Lạng Giang, Bắc Giang",,,Không,,,,
nhà nghỉ Thành Uyên,"Thôn 7, xã Trường Xuân, Đắk Song, Đắk Nông, Xã Trường Xuân, Huyện Đắk Song, Đắk Nông",,,Không,,,,
Nhà Nghỉ Hoàng Sơn,"Ngọc Sơn - Kim Bảng - Hà Nam, Xã Ngọc Sơn, Huyện Kim Bảng, Hà Nam",,,Không,,,,
Nhà nghỉ Hoán Hoa,"Tiểu khu 3, Thị trấn Thuận Châu, Huyện Thuận Châu, Sơn La",,,Không,,,,
Khách sạn Nguyên Long,"428 Phan Văn Trị, Phường 07, Quận 5, Thành phố Hồ Chí Minh",,,Không,,,,
Khách sạn Hồng Ngọc,"Số nhà 04 đường Hải Thượng Lãn Ông, Phường Phúc Thành, Thành phố Ninh Bình, Ninh Bình",,,Không,,,,
nhà nghỉ Hải Hoa,"khu phố long hà, Thị trấn La Hai, Huyện Đồng Xuân, Phú Yên",,,Không,,,,
Nhà nghỉ Bảo Sơn,"Thôn Tăng, xã Phú Châu, huyện Đông Hưng, tỉnh Thái Bình, Xã Phú Châu, Huyện Đông Hưng, Thái Bình",,,Không,,,,
Khách sạn Phương Anh,"Nhà 9-Ngõ 68-Đường Nguyễn Sĩ Sách-phường Hưng Phúc, Phường Hưng Phúc, Thành phố Vinh, Nghệ An",,,Không,,,,
Nhà nghỉ nắng chiều,"211 Nguyễn tất thành khối 3B Tt eakar , Thị trấn Ea Kar, Huyện Ea Kar, Đắk Lắk",,,Không,,,,
Khách Sạn Thăng Long,"Tiên Hưng, Xã Thăng Long, Huyện Đông Hưng, Thái Bình",,,Không,,,,
Khách sạn vũ hà,"Số 5 đường tăng nhơn phú, Phường Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh",,,Không,,,,
Nhà nghỉ LÊ MINH,"QL N2, Kp 3, TT Thạnh Hóa, Thị trấn Thạnh Hóa, Huyện Thạnh Hóa, Long An",,,Không,,,,
Khách sạn Tấn Tài,"129/9A Tân Thới 2, Tân Hiệp, H.Hóc Môn, Xã Tân Hiệp, Huyện Hóc Môn, Thành phố Hồ Chí Minh",,,Không,,,,
Nhà nghỉ khánh ngọc,"Ấp đông hiệp, Xã Tân Đông, Huyện Tân Châu, Tây Ninh",,,Không,,,,
KHÁCH SẠN LẠC VIÊN,"SỐ 4,5 ĐƯỜNG SỐ 3, KHU TÂN ĐỨC AN, Phường Linh Chiểu, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,,Không,,,,
Khách sạn Golden Lotus,"200 Trần Bạch Đằng, Phường Mỹ An, Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",,,Không,,,,
Khách sạn La Dolce Vita,"Tòa Lộc Vừng 1-15. Sun Premier Villaga, Phường Bãi Cháy, Thành Phố Hạ Long, Tỉnh Quảng Ninh, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",,,Không,,,,
Nhà nghỉ Việt Anh,"Tổ 4 khu 2 bãi cháy hạ long quảng ninh, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",,,Không,,,,
Ngọc Như,"Nguyễn Trọng Dân, TX Gò Công, TG, Phường 1, Thị xã Gò Công, Tiền Giang",,,Không,,,,
Saigon Gạo hostel,"373/20 Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh",,,Không,,,,
Nhà Nghỉ Hồng Sơn,"Thôn 2, xã Tân Lĩnh, huyện Lục Yên, tỉnh Yên Bái, Xã Tân Lĩnh, Huyện Lục Yên, Yên Bái",,,Không,,,,
Nhà Nghỉ Thành Hương,"169 DX054, Phường Phú Mỹ, Thành phố Thủ Dầu Một, Bình Dương",,,Không,,,,
Mộc homestay & restaurant,"Đội 1, Xã Mường Hoa, Thị xã Sa Pa, Lào Cai",,,Không,,,,
Nhà nghỉ  Hương Dung,"Kép,  Lạng Giang, Bắc Giang, Huyện Lạng Giang, Bắc Giang",,,Không,,,,
nhà trọ Vinh Khoa,"ấp 4, thị trấn Long Phú, huyện Long Phú, tỉnh Sóc Trăng, Thị trấn Long Phú, Huyện Long Phú, Sóc Trăng",,,Không,,,,
Nhà nghỉ 888,"Tổ 6 tt quế kim bảng hà nam, Thị trấn Quế, Huyện Kim Bảng, Hà Nam",,,Không,,,,
Nhà nghỉ Hùng Nân,"Tiểu khu 3, Thị trấn Thuận Châu, Huyện Thuận Châu, Sơn La",,,Không,,,,
Nhà Nghỉ Như Ý,"Ấp Mỹ Hoà-TT.Cây Dương-Phụng Hiệp-Hậu Giang, Thị trấn Cây Dương, Huyện Phụng Hiệp, Hậu Giang",,,Không,,,,
Khách sạn Phương Anh,"Số 39, Nguyễn Huệ, phường Nam Bình, TPNB, Phường Nam Bình, Thành phố Ninh Bình, Ninh Bình",,,Không,,,,
Biệt Thự Gành Đỏ,"Làng Gành Đỏ, QL1A, An Thạnh,  Phường Xuân Đài, Thị Xã Sông cầu, Tỉnh Phú Yên, Phường Xuân Đài, Thị xã Sông Cầu, Phú Yên",,,Không,,,,
Khách sạn vương đình1,"40 trần quang diệu, Phường Trường Thi, Thành phố Vinh, Nghệ An",,,Không,,,,
Nhà nghỉ NGỌC QUANG,"QL 62, Kp 1, TT Thạnh Hóa, Thị trấn Thạnh Hóa, Huyện Thạnh Hóa, Long An",,,Không,,,,
Nhà nghỉ Hoa Phượng,"Tân Phú, Cam Thành Bắc, Cam Lâm, Khánh Hòa, Xã Cam Thành Bắc, Huyện Cam Lâm, Khánh Hòa",,,Không,,,,
ROSA HOTEL & SPA,"55 Thủ Khoa Huân, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",,,Không,,,,
Khách sạn Golden Rose III,"70 LOSEBY, Phường An Hải Bắc, Quận Sơn Trà, Thành phố Đà Nẵng",,,Không,,,,
Ocean View Quy Nhơn Hotel,"12 An Dương Vương, Quy Nhơn, Bình Định, Phường Nguyễn Văn Cừ, Thành phố Qui Nhơn, Bình Định",,,Không,,,,
Nhà nghỉ Việt Anh 123,"Tổ 4 khu 2 bãi cháy hạ long quảng ninh, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",,,Không,,,,
Nhà nghỉ Ngọc Ánh,"Xóm 2 bế triều thị trấn Nước Hai Hòa An Cao Bằng, Thị trấn Nước Hai, Huyện Hoà An, Cao Bằng",,,Không,,,,
Summer Taste Homestay,"208 Cống Quỳnh, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh",,,Không,,,,
Nhà Nghỉ Nhậm Nhung 2,"Tổ 1, số nhà 23 TT Yên Thế - Lục Yên - Yên Bái, Thị trấn Yên Thế, Huyện Lục Yên, Yên Bái",,,Không,,,,
Nhà Nghỉ Tuấn Phong,"Chùa Dận, Phường Đình Bảng, Thị xã Từ Sơn, Bắc Ninh",,,Không,,,,
KHÁCH SẠN QUỲNH VY,"289A Phan Đình Phùng, TP Thái Nguyên, Thái Nguyên, Phường Phan Đình Phùng, Thành phố Thái Nguyên, Thái Nguyên",,,Không,,,,
Cao Nguyen Hotel - Gia Lai,"16 Hoàng Văn Thụ, Phường Ia Kring, Thành phố Pleiku, Gia Lai",,,Không,,,,
Nhà nghỉ Bình Dân,"Xóm 9 Đại cương Kim bảng Hà nam, Xã Đại Cương, Huyện Kim Bảng, Hà Nam",,,Không,,,,
Nhà nghỉ Khúc Văn,"Bản Hưng Nhân, Xã Chiềng Pha, Huyện Thuận Châu, Sơn La",,,Không,,,,
Khách sạn Tuấn Ngọc,"Số Nhà 24, Phường Phúc Thành, Thành phố Ninh Bình, Ninh Bình",,,Không,,,,
Laé Hostel,"347b Trần Hưng Đạo, Phường 4, Tuy Hòa, Phú Yên, Phường 4, Thành phố Tuy Hoà, Phú Yên",,,Không,,,,
khách san Tigon,"C6,C7 A 10 NAM TRUNG YÊN, Phường Yên Hoà, Quận Cầu Giấy, Thành phố Hà Nội",,,Không,,,,
Khách sạn Phương Anh,"Số 386 Trường Chinh, Phường Tân Bình, Thành phố Hải Dương, Hải Dương",,,Không,,,,
Green Park Hotel Quy Nhơn,"144 Đô Đốc bảo, TP.Quy Nhơn, T.Bình Định, Phường Lý Thường Kiệt, Thành phố Qui Nhơn, Bình Định",,,Không,,,,
Khách sạn xuân an,"53 nguyễn thái bình p4, Phường 04, Quận Tân Bình, Thành phố Hồ Chí Minh",,,Không,,,,
Nhà nghỉ PHI PHÚ,"Ấp Nhơn Xuyên, xã Thuận Nghĩa Hòa, Xã Thuận Nghĩa Hòa, Huyện Thạnh Hóa, Long An",,,Không,,,,
Khách sạn Uyên Nhi,"166 Bắc Hải, Phường 06, Quận Tân Bình, Thành phố Hồ Chí Minh",,,Không,,,,
nhà nghỉ Hương Quỳnh,"số 19 Sơn Đông, Phường Nam Sơn, Thành phố Bắc Ninh, Bắc Ninh",,,Không,,,,
Nhà nghỉ Kim Phượng,"Ấp Đồng Tâm, xã Long Trạch, Xã Long Trạch, Huyện Cần Đước, Long An",,,Không,,,,
Khách sạn La Maison Danang Beach,"Lô 12A Phạm Văn Đồng, Phường An Hải Bắc, Quận Sơn Trà, Thành phố Đà Nẵng",,,Không,,,,
Nhà nghỉ Việt Hoàng,"Tổ 7A khu 9B Bãi Cháy Hạ Long, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",,,Không,,,,
Nhà nghỉ Thuý Châu,"Khu giữ, Thị trấn Nước Hai, Huyện Hoà An, Cao Bằng",,,Không,,,,
Khách sạn Nguyên Anh,"244 Vườn Lài, Phường An Phú Đông, Quận 12, Thành phố Hồ Chí Minh",,,Không,,,,
Nhà nghỉ Hương Giang,"Số 56, đường Lý Tự Trọng, Thị trấn Yên Thế, Huyện Lục Yên, Yên Bái",,,Không,,,,
Nhà Nghỉ Tân Thu,"Thôn An Hồ, Xã Phong Niên, Huyện Bảo Thắng, Lào Cai",,,Không,,,,
Nhà nghỉ G9,"KĐT phía tây, Thị trấn Vôi, Huyện Lạng Giang, Bắc Giang",,,Không,,,,
nhà nghỉ đức khuyến,"Thôn Pác Ngòi, Xã Nam Mẫu, Huyện Ba Bể, Bắc Kạn",,,Không,,,,
Nhà nghỉ GREEN,"Đâu kiên-Quốc Tuấn -An Lão -HP, Xã Quốc Tuấn, Huyện An Lão, Thành phố Hải Phòng",,,Không,,,,
Nhà nghỉ Kiên Ngân,"thôn 3, Xã Tông Lạnh, Huyện Thuận Châu, Sơn La",,,Không,,,,
Nhà nghỉ 68,"Đường 3/2, ấp Cái Côn, Xã Đại Thành, Thị xã Ngã Bảy, Hậu Giang",,,Không,,,,
NHÀ NGHỈ DIỆP MINH,"46 THÀNH CÔNG, PHỐ KỲ LÂN, Phường Tân Thành, Thành phố Ninh Bình, Ninh Bình",,,Không,,,,
NHÀ NGHỈ HỒNG PHÚC,"Đường Lý Thường Kiệt, khu phố Long Hải Bắc, phường Xuân Yên, thị xã Sông Cầu, tỉnh Phú Yên., Phường Xuân Yên, Thị xã Sông Cầu, Phú Yên",,,Không,,,,
NHÀ NGHỈ PHÚ THÁI,"Khu xóm trại, Xã Xương Thịnh, Huyện Cẩm Khê, Phú Thọ",,,Không,,,,
Khách sạn Phương Anh Ninh Thuận,"189 Lê Duẩn, Phường Phủ Hà, Thành phố Phan Rang-Tháp Chàm, Ninh Thuận",,,Không,,,,
Nhà nghỉ phong lan,"Thôn 5, ea đar, ea kar, Thị trấn Ea Kar, Huyện Ea Kar, Đắk Lắk",,,Không,,,,
Soleil Boutique Hotel Hanoi,"211 Hàng Bông, Phường Hàng Bông, Quận Hoàn Kiếm, Thành phố Hà Nội",,,Không,,,,
THÀNH PHỐ THANH HÓA,"DAI VIET HOTEL, Phường Điện Biên, Thành phố Thanh Hóa, Thanh Hóa",,,Không,,,,
Khách sạn Valentine,"93/1 Nguyễn Chí Thanh P9, Q5, Phường 09, Quận 5, Thành phố Hồ Chí Minh",,,Không,,,,
Nhà nghỉ Đông Á,"272 Nguyễn văn cừ , Phường Võ Cường, Thành phố Bắc Ninh, Bắc Ninh",,,Không,,,,
Nhà nghỉ Hà Phương,"Thôn suối cam, Xã Cam Thành Bắc, Huyện Cam Lâm, Khánh Hòa",,,Không,,,,
Nhà nghỉ Kim Thủy,"Ấp Xoài Đôi, xã Long Trạch, Xã Long Trạch, Huyện Cần Đước, Long An",,,Không,,,,
Kim Tinh,"Tổ 5 Thị Trấn yên Minh, Thị trấn Yên Minh, Huyện Yên Minh, Hà Giang",,,Không,,,,
Khách sạn Grand,"02 Nguyễn Du, Phường 1, Thành phố Vũng Tàu, Bà Rịa - Vũng Tàu",,,Không,,,,
Khách sạn Lagalo - CN Công ty CP Châu Giang,"Số 278 Đường Lê Hoàn, P.Minh Khai, TP.Phủ Lý, Hà Nam, Phường Minh Khai, Thành phố Phủ Lý, Hà Nam",,,Không,,,,
Nhà nghỉ Xuân Hiếu,"Tổ 1, khu 6, phường Bãi cháy, tp hạ long, quảng ninh, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",,,Không,,,,
Như Hồng,"41 Hai Bà Trưng, KP.2, Phường 1, Thị xã Gò Công, Tiền Giang",,,Không,,,,
Khách sạn Đức Minh,"91B An Phú Đông 09 tổ 8 khu phố 1, Phường An Phú Đông, Quận 12, Thành phố Hồ Chí Minh",,,Không,,,,
Nhà nghỉ Thanh Bình,"485 tổ 6 thị trấn Yên thế, huyện Lục Yên, tỉnh Yên Bái, Thị trấn Yên Thế, Huyện Lục Yên, Yên Bái",,,Không,,,,
Nhà Nghỉ Tây Hồ,"Tổ 3 khối Tây Hồ 1 phường Quang Tiến Thị xã thái hòa tỉnh Nghệ an , Phường Quang Tiến, Thị xã Thái Hoà, Nghệ An",,,Không,,,,
khách sạn queen biển hải hòa,"Thôn Đông Tiến, Phường Hải Hòa, Thị xã Nghi Sơn, Thanh Hóa, Huyện Tĩnh Gia, Thanh Hóa",,,Không,,,,
nhà nghỉ Đường Hoàng,"xóm 11, Xã Diễn Yên, Huyện Diễn Châu, Nghệ An",,,Không,,,,
Hoa Anh Dao Hotel,"Số 287 Đường Nguyễn Trãi ,Phường Quyết Thắng ,TP Lai Châu, Phường Quyết Thắng, Thành phố Lai Châu, Lai Châu",,,Không,,,,
KHÁCH SẠN PHÚ GIA- CÔNG TY TNHH HẢI TIẾN SƠN,"Số 203 Đường 1/4 tổ dân phố 17,, Thị trấn Cát Bà, Huyện Cát Hải, Thành phố Hải Phòng",,,Không,,,,
Nhà nghỉ Loan Trọng,"Tiểu khu 1, Thị trấn Thuận Châu, Huyện Thuận Châu, Sơn La",,,Không,,,,
Nhà nghỉ An kỳ,"Số 37, đường triệu Quang phục, khu vực 4, phường V, thành phố Vị Thanh, Phường V, Thành phố Vị Thanh, Hậu Giang",,,Không,,,,
Nhà Nghỉ 555,"Số 05 - ngõ 41 Nam Thành - Phúc Thành - Tp Ninh Bình, Phường Phúc Thành, Thành phố Ninh Bình, Ninh Bình",,,Không,,,,
NHÀ NGHỈ THIÊN PHÚC,"469 QUỐC LỘ 1A, Thị trấn Chí Thạnh, Huyện Tuy An, Phú Yên",,,Không,,,,
Khách Sạn Thảo An,"A36-37.Ngô văn sở .p5.Tuy hoà .phú yên, Phường 5, Thành phố Tuy Hoà, Phú Yên",,,Không,,,,
Khách sạn Phương Hưng,"Khu 9, Thị trấn Cái Rồng, Huyện Vân Đồn, Quảng Ninh",,,Không,,,,
Khách Sạn Đắc Tín Luxury,"188-190 Hùng Vương, PHường 7, TP. Tuy Hòa, Phú Yên, Phường 7, Thành phố Tuy Hoà, Phú Yên",,,Không,,,,
Khách sạn Trắc Địa,"Số 12, Mai Hắc Đế, phường Hà Huy Tập, TP Vinh, tỉnh Nghệ An, Phường Hà Huy Tập, Thành phố Vinh, Nghệ An",,,Không,,,,
VMQ hotel,"87 Nguyễn Thái Học, phường Điện Biên, quận Ba Đình, Hà Nội, Phường Điện Biên, Quận Ba Đình, Thành phố Hà Nội",,,Không,,,,
Nhà nghỉ Kim Ngân,"Lam Sơn, Cam Thành Bắc, Cam Lâm, Khánh Hòa, Xã Cam Thành Bắc, Huyện Cam Lâm, Khánh Hòa",,,Không,,,,
Nhà nghỉ Long Hồ,"Ấp Cầu Xây, xã Long Trạch, Xã Long Trạch, Huyện Cần Đước, Long An",,,Không,,,,
Nhà Nghỉ Bình An Yên Minh,"Tổ5 Thị Trấn Yên Minh huyện Yên Minh Tỉnh Hà Giang, Thị trấn Yên Minh, Huyện Yên Minh, Hà Giang",,,Không,,,,
Nhà nghỉ Xuân hồng,"Số 32, đường bãi cháy, tổ 10, khu 4, phường bãi cháy , hạ long, quảng ninh, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",,,Không,,,,
nhà nghỉ Thái Toàn,"559 A TRần Phú,  Tân Phước, Xã Tân Bình, Thành phố Tây Ninh, Tây Ninh",,,Không,,,,
Nhà nghỉ Ánh Quyền,"Xóm 2 Bế Triều, thị trấn Nước Hai, Hòa An, Cao Bằng, Thị trấn Nước Hai, Huyện Hoà An, Cao Bằng",,,Không,,,,
Khách Sạn Biển Đông Green,"1068 Kha Vạn Cân - Linh Chiểu, Phường Linh Chiểu, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,,Không,,,,
Nhà nghỉ phương mai,"Hồ Từ Hiếu, Xã Mường Lai, Huyện Lục Yên, Yên Bái",,,Không,,,,
Nhà Nghỉ Việt Trần,"Bó lù , nam mẫu , ba bể , bắc kạn, Xã Nam Mẫu, Huyện Ba Bể, Bắc Kạn",,,Không,,,,
Nhà nghỉ 682,"Thôn Tiền, Xã Đại Lâm, Huyện Lạng Giang, Bắc Giang",,,Không,,,,
nhà nghỉ tuấn hà,"tiểu khu 1, Thị trấn Mộc Châu, Huyện Mộc Châu, Sơn La",,,Không,,,,
Nhà nghỉ Duy Mạnh,"Thôn 3, Nâm N'Jang, Đắk Song, Đắk Nông, Xã Nâm N'Jang, Huyện Đắk Song, Đắk Nông",,,Không,,,,
Khách sạn Bảo Phúc Cát Bà,"số nhà 143, tổ dân phố 16, thị trấn Cát Bà, Thị trấn Cát Bà, Huyện Cát Hải, Thành phố Hải Phòng",,,Không,,,,
Nhà nghỉ Minh Thư,"Tiểu khu 2, Thị trấn Thuận Châu, Huyện Thuận Châu, Sơn La",,,Không,,,,
Nhà nghỉ Full House,"Đường Nguyễn Văn Tạo, khu vực 4, phường V, thành phố Vị Thanh, Phường V, Thành phố Vị Thanh, Hậu Giang",,,Không,,,,
Nhà Nghỉ Đông Sơn,"126 Triệu Việt Vương, Phường Bích Đào, Thành phố Ninh Bình, Ninh Bình",,,Không,,,,
Nhà khách 225,"Công an tỉnh Phú Yên, Phường 7, Thành phố Tuy Hoà, Phú Yên",,,Không,,,,
Khách sạn Phương Thảo,"372A Nguyễn Sinh Sắc , Phường 1, Thành phố Sa Đéc, Đồng Tháp",,,Không,,,,
Green Peace Bungalow,"Văn Lâm, Xã Ninh Hải, Huyện Hoa Lư, Ninh Bình",,,Không,,,,
nhà nghỉ Thanh Duy,"Ninh phúc, Phường Ninh Thạnh, Thành phố Tây Ninh, Tây Ninh",,,Không,,,,
Nhà nghỉ Khánh Hòa,"Tổ dân phố 7, Thị trấn Mường Ảng, Huyện Mường Ảng, Điện Biên",,,Không,,,,
Nhà nghỉ thanh hiền,"Ấp đông thành, Xã Tân Đông, Huyện Tân Châu, Tây Ninh",,,Không,,,,
Nhà nghỉ Long Thành,"Ấp Xoài Đôi, xã Long Trạch, Xã Long Trạch, Huyện Cần Đước, Long An",,,Không,,,,
Nhà Nghỉ Bình Minh,"Tổ 6 thị trấn yên minh, Thị trấn Yên Minh, Huyện Yên Minh, Hà Giang",,,Không,,,,
Nhà nghỉ Yến Oanh,"Tổ 4 khu 2 bãi cháy hạ long quảng ninh, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",,,Không,,,,
nhà nghỉ Tân Mây Hồng,"33 đường số 1 Trần Văn Trà, Bình TRung, Xã Bình Minh, Thành phố Tây Ninh, Tây Ninh",,,Không,,,,
Villa Đảo Hoa Vàng,"Thôn Bình Lập - Xã Cam Lập - TP Cam Ranh, Phường Tân Phú, Quận 9, Thành phố Hồ Chí Minh",,,Không,,,,
nhà nghỉ Anh Quân,"Thôn 5, xã Mường Lai, huyện Lục Yên, tỉnh Yên Bái, Xã Mường Lai, Huyện Lục Yên, Yên Bái",,,Không,,,,
Nhà Trà Long Cổ Trấn - Homestay&Tea Ceremony,"Thôn Lô Lô Chải, Lũng Cú, Đồng Văn, Hà Giang, Xã Lũng Cú, Huyện Đồng Văn, Hà Giang",,,Không,,,,
Nhà Nghỉ Văn Minh,"Thôn Lâm Sơn , Xã Dương Đức, Huyện Lạng Giang, Bắc Giang",,,Không,,,,
nhà nghỉ thu hà,"thôn bó lù ,nam mẫu ba be bắc Kạn, Xã Nam Mẫu, Huyện Ba Bể, Bắc Kạn",,,Không,,,,
khách sạn châu sáng .,"khôi 2 thị trấn tân lạc huyện quỳ châu , Thị trấn Tân Lạc, Huyện Quỳ Châu, Nghệ An",,,Không,,,,
Nhà nghỉ Như Ý,"Tiểu khu 1, Thị trấn Thuận Châu, Huyện Thuận Châu, Sơn La",,,Không,,,,
Nhà nghỉ Ỏn Lân,"Khe Nằn, xã Chiêu Lưu, huyện Kỳ Sơn, tỉnh Nghệ An, Xã Chiêu Lưu, Huyện Kỳ Sơn, Nghệ An",,,Không,,,,
Nhà Nghỉ Đông Thành 999,"Số 144, phố Tuệ Tĩnh, phường Nam Thành, thành phố Ninh bình, Phường Nam Thành, Thành phố Ninh Bình, Ninh Bình",,,Không,,,,
Nhà nghỉ Quý Lộc,"Ngã Tư Yersin - Cần Vương, Phường 2, Thành phố Tuy Hoà, Phú Yên",,,Không,,,,
khách CHAU BUIDING,"Thôn Đạo Ngạn , xã quang Châu,huyện Việt Yên ,tỉnh Bắc Giang, Xã Quang Châu, Huyện Việt Yên, Bắc Giang",,,Không,,,,
Khách sạn Phương Đông,"Số 21 đường 3/2 phường Quyết Thắng,tp Sơn La, Phường Quyết Thắng, Thành phố Sơn La, Sơn La",,,Không,,,,
Nhà nghỉ Kim Hoàn,"44 đường Nguyễn văn cừ, Phường Ka Long, Thành phố Móng Cái, Quảng Ninh",,,Không,,,,
Khách sạn Continental Saigon,"132-134 đồng khởi, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",,,Không,,,,
The World Hotel Nha Trang,"11 Lê Lợi, Xương Huân, Nha Trang , Khánh Hoà, Phường Xương Huân, Thành phố Nha Trang, Khánh Hòa",,,Không,,,,
Nhà Nghỉ Bảy Vuông,"Thôn Thành Minh, Thị trấn Yên Minh, Huyện Yên Minh, Hà Giang",,,Không,,,,
Khách Sạn Hoàng Lan,"100 đường 23/10, Phường Ngọc Hiệp, TP. Nha Trang, Tỉnh Khánh Hòa, Phường Ngọc Hiệp, Thành phố Nha Trang, Khánh Hòa",,,Không,,,,
Nhà nghỉ ban mai,"Tổ 7a khu9b phường bãi cháy hạ long quảng ninh, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",,,Không,,,,
nhà nghỉ bảo ngân,"01 hẻm 25 đường Tua Hai tổ 4, Bình trung, Xã Bình Minh, Thành phố Tây Ninh, Tây Ninh",,,Không,,,,
Thanh Tân,"Ấp Phú Hưng, Xã Long Hưng, TX Gò Công, Xã Long Hưng, Thị xã Gò Công, Tiền Giang",,,Không,,,,
Huy House Apartment,"12 tân thuận, Phường Phước Mỹ, Quận Sơn Trà, Thành phố Đà Nẵng",,,Không,,,,
khách sạn phương đông,"tp phan rang -tháp chàm, ninh thuận, Phường Mỹ Hải, Thành phố Phan Rang-Tháp Chàm, Ninh Thuận",,,Không,,,,
nhà nghỉ thanh lan,"phiêng 1, sơn thịnh, văn chấn, yên bái, Thị trấn Sơn Thịnh, Huyện Văn Chấn, Yên Bái",,,Không,,,,
Phương Mia family hotel,"Số 193 đường một tháng tư cát bà , Thị trấn Cát Bà, Huyện Cát Hải, Thành phố Hải Phòng",,,Không,,,,
Nhà nghỉ Thanh Bình,"thôn 2, Thị trấn Thuận Châu, Huyện Thuận Châu, Sơn La",,,Không,,,,
