Tên cơ sở,Địa chỉ,Điện thoại,Email,Website,Fax
Nhà Hàng Sơn Nữ,"Tổ 1A, Phường Đức Xuân, Thành Phố Bắc Kạn, Bắc Kạn",0209 6 299 299 - 0973 299 299,thaisonbackan@gmail.com,www.nhahangsonnu.com,
Nhà hàng Hạ Long Wonder,"98 Bến tàu Hòn Gai, Thành phố Hạ Long, Quảng Ninh",0203 3811 279,,http://halongwonder.com.vn/restaurant.php,0203 3624 404
Gui Gui BBQ,"Tầng 4, Vincom Cẩm Phả, Phường Mông Dương, Thành phố Cẩm Phả, Quảng Ninh",0203 992 9988,,guigui.vn,
Nhà hàng Boong Hây Bắc Kạn,"Trần Hưng Đạo, Phường Phùng Chí Kiên, Thành Phố Bắc Kạn, Bắc Kạn",0209 3 810 868,,,
Gogi House Hạ Long,"L4 - 01+02 Tầng 4, Vincom Center Hạ Long, Phường Bạch Đằng, Thành phố Hạ Long, Quảng Ninh",0203 7300 313,thanhdao280895@gmail.com,http://gogi.com.vn,
Nhà hàng Góc Việt Quán,"Tổ 1 Khu 1, Đường Bờ Sông, Phường Yên Thanh, Thành phố Uông Bí, Quảng Ninh",0203 6384 033,,,
Nhà hàng Dương Anh,"18 Hoàng Trường Minh, Xã Dương Quang, Thành Phố Bắc Kạn, Bắc Kạn",0209 098 141 66 88,,,
Gà Tươi Mạnh Hoạch,"Tổ 7 Khu Diêm Thủy (gần Vincom - Đối diện nhà hàng Bình Tiến), Phường Cẩm Bình, Thành phố Cẩm Phả, Quảng Ninh",0203 0975267586,,,
Nhà hàng Quang Đức,"Thái Nguyên, Phường Sông Cầu, Thành Phố Bắc Kạn, Bắc Kạn",0209 3871 096 - 098 317 04 42,,,
Don Chicken,"Tầng 4, Vincom Cẩm Phả, Thành phố Cẩm Phả, Quảng Ninh",0203 0902 016 069,donchicken.marcom@gmail.com,https://donchickenhanoi.vn,
Nhà hàng Cua Vàng,"32 Phan Chu Trinh, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",0203 3819 919,,,
Nhà Hàng Ẩm Thực Nhà Sàn Bắc Kạn,"Tổ 1, Phường Nguyễn Thị Minh Khai, Thành Phố Bắc Kạn, Bắc Kạn",0209 3851886 - 0946858288,,,
Nhà hàng Buffet Sen Á Đông,"Số 01, Đường Hạ Long, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",0203 0832 981 666,sales.nhsad@indochina-junk.com,https://buffetsenadong.vn,
Ẩm Thực Làng Chài,"Số 10 Trần Quốc Nghiễn, Thành phố Hạ Long, Quảng Ninh",0203 0971228558,,,
Nhà hàng Ánh Dương,"Số 1, Phố 29, Đường Hải Hà, Tổ 3 Khu 8A, Phường Hồng Hải, Thành phố Hạ Long, Quảng Ninh",0203 6293 666,,,
Nhà hàng Tinh Tường,"Phố Ngã Ba, Thị trấn Phủ Thông, Huyện Bạch Thông, Bắc Kạn",0209 3850 121,,,
Nhà hàng Lá Cọ,"Tổ 5, Phường Phùng Chí Kiên, Thành Phố Bắc Kạn, Bắc Kạn",0209 3870953 - 0982.142.950,lacobk1999@gmail.com,,
Nhà hàng Nha Trang Seafoods,"46 Nguyễn Thị Minh Khai, Thành phố Nha Trang, Khánh Hòa",,,,
GU BBQ,"1A Trần Quang Khải, Thành phố Nha Trang, Khánh Hòa",,,,
Nhà Hàng Nha Trang Xưa,"Tổ 3, Thôn Thái Thông, Xã Vĩnh Thái, Thành phố Nha Trang, Khánh Hòa",,,,
Costa Seafood Nha Trang,"36 Trần Phú, Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",,,,
Nha Trang View Restaurant,"48 Nguyễn Bỉnh Khiêm, Thành phố Nha Trang, Khánh Hòa",,,,
Lúa Restaurant,"101 Phan Bội Châu, Thành phố Nha Trang, Khánh Hòa",,,,
Nhà hàng Pita GR,"7G3 Hùng Vương, Thành phố Nha Trang, Khánh Hòa",,,,
Champa Island Restaurant,"304 Hai Tháng Tư, Phường Vĩnh Thọ, Thành phố Nha Trang, Khánh Hòa",,,,
Louisiane Brewhouse,"Lô 29 Trần Phú, Thành phố Nha Trang, Khánh Hòa",,,,
Nhà Hàng Ganesh,"72 –  74 Trần Phú, Thành phố Nha Trang, Khánh Hòa",,,,
Yen’s Restaurant,"3/2A Trần Quang Khải, Thành phố Nha Trang, Khánh Hòa",,,,
Dining By The Bay,"Vịnh Ninh Vân, Thị xã Ninh Hòa, Khánh Hòa",,,,
Feast Restaurant,"26 -28 Trần Phú, Thành phố Nha Trang, Khánh Hòa",,,,
Nhà Hàng Lanterns Việt Nam,"72 Nguyễn Thiện Thuật, Thành phố Nha Trang, Khánh Hòa",,,,
Chef’s Club Skylight Nha Trang,"Tầng 43 Khách sạn Havana, Số 38 Trần Phú, Thành phố Nha Trang, Khánh Hòa",,,,
Zallo Buffet BBQ,"3 Trần Quang Khải, Thành phố Nha Trang, Khánh Hòa",,,,
Nhà Hàng Sen Việt Nam,"Sailing Club Nha Trang, 72 – 74 Trần Phú, Thành phố Nha Trang, Khánh Hòa",,,,
Nhà Hàng Sandles,"Bãi Đông, Cam Hải Đông, Thành phố Cam Ranh, Khánh Hòa",,,,
Cookbook Café,"32 Trần Phú, Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",,,,
Nhà hàng lẩu nướng Mr.Chen,"Tầng 1, Tòa nhà PH, đường Nguyễn Lương Bằng, Phường Lam Sơn, Thành phố Hưng Yên, Hưng Yên",,,,
Nhà hàng Hà Linh,"46 Ngô Tất Tố, Phường An Tảo, Thành phố Hưng Yên, Hưng Yên",,,,
Nhà hàng thế giới hải sản SiamChang,"145 Nguyễn Lương Bằng, Phường Hiến Nam, Thành phố Hưng Yên, Hưng Yên",,,,
Nhà hàng Quảng Đông,"Lê Văn Hưu, Phường Hiến Nam, Thành phố Hưng Yên, Hưng Yên",,,,
Quán Xưa 2,"Công Luận 1, Thị trấn Văn Giang, Huyện Văn Giang, Hưng Yên",,,,
Nhà hàng King BBQ,"Khu đô thị Lạc Hồng Phúc, Huyện Mỹ Hào, Hưng Yên",,,,
Nhà hàng Quán Huế,"Nhà 19, dãy A, Phố Trúc, Rừng Cọ, Huyện Văn Giang, Hưng Yên",,,,
Bún Thang,"595 Nguyễn Văn Linh, Thành phố Hưng Yên, Hưng Yên",,,,
Nhà hàng Phố Cũ,"5 Lương Văn Can, Phường Lam Sơn, Thành phố Hưng Yên, Hưng Yên",,,,
Nhà hàng Thái tử gà,"QL5, Dị Sử, Thị xã Mỹ Hào, Hưng Yên",,,,
Nhà hàng Ếch om,"Làng Phượng Tường, Huyện Tiên Lữ, Hưng Yên",,,,
Lẩu Á Châu,"43 Phố Nối, Huyện Yên Mỹ, Hưng Yên",,,,
Nhà hàng Âu Việt,"Chính Nghĩa, Huyện Kim Động, Hưng Yên",,,,
Nhà hàng Hoa Cương,"Quốc lộ 4D, Phường Tân Phong, Thành phố Lai Châu, Lai Châu",,,,
Quán cơm Hà Nội,"57 Huỳnh Thúc Kháng, Thành phố Lai Châu, Lai Châu",,,,
Lẩu Tiến Vua,"87, Tổ 10, Phường Tân Phong, Thành phố Lai Châu, Lai Châu",,,,
Quán ăn điểm hẹn,"305 Trần Hưng Đạo, Phường Đoàn Kết, Thành phố Lai Châu, Lai Châu",,,,
Đặc sản gà chọi Hòa Ánh,"73 Trần Phú,, Phường Tân Phong, Thành phố Lai Châu, Lai Châu",,,,
Nhà hàng Gà Tây Bắc,"7 Trần Phú, Phường Tân Phong, Thành phố Lai Châu, Lai Châu",,,,
Nhà hàng Thanh Sơn,"27 Trần Hưng Đạo, Phường Đoàn Kết, Thành phố Lai Châu, Lai Châu",,,,
Nhà hàng Ngọc Lan,"12 Phan Chu Trinh, Phường Thắng Lợi, Thành phố Kon Tum, Kon Tum",,,,
Nhà hàng Marian,"2 Ngô Quyền, Phường Thống Nhất, Thành phố Kon Tum, Kon Tum",,,,
Nhà hàng 78,"78 Lê Lợi, Phường Quyết Thắng, Thành phố Kon Tum, Kon Tum",,,,
Măng Đen Lữ Quán,"QL 24, xã Dak Long, Huyện Kon Plông, Kon Tum",,,,
Nhà hàng Cô Sinh,"QL 24, xã Dak Long, Huyện Kon Plông, Kon Tum",,,,
Nhà hàng Sơn Lâm,"QL 24, Huyện Kon Plông, Kon Tum",,,,
Nhà hàng Ngói Đỏ 88,"37 Phan Chu Trinh, Phường Quyết Thắng, Thành phố Kon Tum, Kon Tum",,,,
Nhà hàng Phú Gia,"335 Hoàng Thị Loan, Xã Vinh Quang, Thành phố Kon Tum, Kon Tum",,,,
Nhà hàng Sê San,"89 Đào Duy Từ, Phường Thống Nhất, Thành phố Kon Tum, Kon Tum",,,,
Nhà hàng hải sản Chum,"27 Thi Sách, Phường Thắng Lợi, Thành phố Kon Tum, Kon Tum",,,,
Nhà hàng Thủy Tạ,"176 Hồ Tùng Mậu, Phường Thắng Lợi, Thành phố Kon Tum, Kon Tum",,,,
Nhà hàng Hiệp Thành,"529 Nguyễn Huệ, Phường Quyết Thắng, Thành phố Kon Tum, Kon Tum",,,,
Nhà hàng cơm lam Dakbla,"168 Nguyễn Huệ, Phường Quyết Thắng, Thành phố Kon Tum, Kon Tum",,,,
Nhà hàng Bách Hỷ,"320 Lâm Quang Ky, Thành phố Rạch Giá, Kiên Giang",,,,
Hotpot Story,"Tầng 4 Vincom Plaza Rạch Giá, Thành phố Rạch Giá, Kiên Giang",,,,
Nhà hàng Don Chicken,"Pi2-31 Phan Thị Ràng, Phường An Hòa, Thành phố Rạch Giá, Kiên Giang",,,,
Nhà hàng Hoằng Long,"40-41-42 Lô F11 đường 3 tháng 2, Thành phố Rạch Giá, Kiên Giang",,,,
Nhà hàng Sài Gòn Phố,"Tôn Đức Thắng, Thành phố Rạch Giá, Kiên Giang",,,,
Nhà hàng cơm 314,"314 Mạc Cửu, Thành phố Rạch Giá, Kiên Giang",,,,
Nhà hàng Ngọc Thanh,"C1 – 15 Phạm Hùng, Thành phố Rạch Giá, Kiên Giang",,,,
Nhà hàng Anh Vũ,"C18 Lê Văn Hưu, Thành phố Rạch Giá, Kiên Giang",,,,
Nhà hàng Hương Việt,"Lô 11 đường 3 tháng 2, Phường Vĩnh Bảo, Thành phố Rạch Giá, Kiên Giang",,,,
Nhà hàng Bằng Lăng,"343 Lâm Quang Ký, Thành phố Rạch Giá, Kiên Giang",,,,
Nhà hàng Ao Sen,"538 Lâm Quang Ký, Thành phố Rạch Giá, Kiên Giang",,,,
Nhà hàng biển Kim Anh,"487/9 Nguyễn Trung Trực, Thành phố Rạch Giá, Kiên Giang",,,,
Nhà hàng du lịch biển,"Lạc Hồng, Phường Vĩnh Lạc, Thành phố Rạch Giá, Kiên Giang",,,,
Nhà hàng Hương Quê,"Tổ 3, Phường Sông Cầu, Thành Phố Bắc Kạn, Bắc Kạn",0209 3.286.686,,,
Kimpad House,"45 Nguyễn Du, Thành phố Việt Trì, Phú Thọ",,,,
Nhà hàng Lang Liêu,"126 Lê Quý Đôn, Phường Gia Cẩm, Thành phố Việt Trì, Phú Thọ",,,,
Nhà hàng San Hô,"Nhà văn hóa lao động tỉnh Phú Thọ, Phường Tiên Cát, Thành phố Việt Trì, Phú Thọ",,,,
Nhà hàng Lý Linh,"1310 Hùng Vương, Thành phố Việt Trì, Phú Thọ",,,,
Bánh cuốn – Bà Xuyến,"24 Hà Chương, Thành phố Việt Trì, Phú Thọ",,,,
Quán Hangouts,"383 Tiên Dung, Thành phố Việt Trì, Phú Thọ",,,,
Nhà hàng Phố Núi,"Tổ 11, Phường Đức Xuân, Thành Phố Bắc Kạn, Bắc Kạn",0209 0868 997 886,,,
Quán Cá lăng sông Đà,", Phường Gia Cẩm, Thành phố Việt Trì, Phú Thọ",,,,
Nhà hàng Phố Việt,"378A Châu Phong, Thành phố Việt Trì, Phú Thọ",,,,
Cửu Ngư Quán,"Đường Hùng Vương, Phường Sông Cầu, Thành Phố Bắc Kạn, Bắc Kạn",0209 3609 999,,,
GoGi House Việt Trì,"2211 Hùng Vương, Phường Nông Trang, Thành phố Việt Trì, Phú Thọ",,,,
Thịt dê Thanh Sơn,"41 Hùng Vương, Thành phố Việt Trì, Phú Thọ",,,,
Nướng Pansy,"Ngõ 500, đường Nguyễn Tất Thành, Phường Nông Trang, Thành phố Việt Trì, Phú Thọ",,,,
Nhà hàng Văn Lang,"389 Tiên Dung, Thành phố Việt Trì, Phú Thọ",,,,
Vịt quay Tuấn Huyền,"55 Đại Nải, Thành phố Việt Trì, Phú Thọ",,,,
Hà Nội Quán,"Kiot 22, Trung tâm thương mại Happy Land, Phường Gia Cẩm, Thành phố Việt Trì, Phú Thọ",,,,
Nhà hàng Nhím Nhím,"1951 Đại Lộ Hùng Vương,, Thành phố Việt Trì, Phú Thọ",,,,
Quán Thịt chó Việt Trì,"1 Tân Thuận, Thành phố Việt Trì, Phú Thọ",,,,
Phở Hùng,"Đại Lộ Hùng Vương, Thành phố Việt Trì, Phú Thọ",,,,
Nhà Hàng Phong Ký,"424/4 Ngô Gia Tự, Thành phố Phan Rang-Tháp Chàm, Ninh Thuận",,,,
Hải Sản Tiếng Xưa,"Đường 16 tháng 4, Phường Mỹ Bình, Thành phố Phan Rang-Tháp Chàm, Ninh Thuận",,,,
Seaview Restaurant,"19 An Dương Vương, Thành phố Phan Rang-Tháp Chàm, Ninh Thuận",,,,
Ninh Chu Bay Beach Club & Bar,"Thôn Khánh Tường, Huyện Ninh Hải, Ninh Thuận",,,,
Pizza Bob2,"89/16 Trần Quang Diệu, Thành phố Phan Rang-Tháp Chàm, Ninh Thuận",,,,
Pause Gourmande,"254 Yên Ninh, Thành phố Phan Rang-Tháp Chàm, Ninh Thuận",,,,
Queen BBQ Buffet,"Khu E, Đường 16 tháng 4, Phường Mỹ Hải, Thành phố Phan Rang-Tháp Chàm, Ninh Thuận",,,,
Four Seasons Food,"Tầng 2 Vincom Phan Rang, Số 122 Đường 16 tháng 4, Thành phố Phan Rang-Tháp Chàm, Ninh Thuận",,,,
Nhà Hàng Sakaya & Brang,"Đường Yên Ninh, Phường Văn Hải, Thành phố Phan Rang-Tháp Chàm, Ninh Thuận",,,,
Le Napoli,"56 Yên Ninh, Thành phố Phan Rang-Tháp Chàm, Ninh Thuận",,,,
Cuban Bar and Grill,"262 Yên Ninh, Thành phố Phan Rang-Tháp Chàm, Ninh Thuận",,,,
Nhà hàng Hải Âu,"Đường Yên Ninh, Thành phố Phan Rang-Tháp Chàm, Ninh Thuận",,,,
Sorrento Beach Club Bar & Restaurant,"702 Ninh Hải, Thành phố Phan Rang-Tháp Chàm, Ninh Thuận",,,,
Quán Minh Béo,"186 Xuân Thành, Phường Tân Thành, Thành phố Ninh Bình, Ninh Bình",,,,
Cơm niêu Vũ Gia,"173 Tây Thành, Phường Tân Thành, Thành phố Ninh Bình, Ninh Bình",,,,
Nhà hàng Bến Thuyền Tràng An,"Ninh Xuân, Huyện Hoa Lư, Ninh Bình",,,,
Nhà hàng BS Sea,"4, đường 1, Khánh Thành, Phường Tân Thành, Thành phố Ninh Bình, Ninh Bình",,,,
Lẩu Hương Sơn,"Đường Hoàng Diệu, Thành phố Ninh Bình, Ninh Bình",,,,
Nhà hàng Ba Cửa,"Thôn Trường An, Xã Trường Yên, Huyện Hoa Lư, Ninh Bình",,,,
Nhà hàng ẩm thực Kim Đa,"Quảng trường 2, làng Kim Đa, Thành phố Ninh Bình, Ninh Bình",,,,
Dê Quý 135,"135 Ninh Xuân, Huyện Hoa Lư, Ninh Bình",,,,
Nhà hàng Liên Đồng,"94 Hoàng Diệu, Phường Thanh Bình, Thành phố Ninh Bình, Ninh Bình",,,,
Nhà hàng ốc núi,"Tam Điệp, Yên Mô, Thành phố Tam Điệp, Ninh Bình",,,,
Bánh cuốn chả – Vân Giang,"31 Cù Chính Lan, Thành phố Ninh Bình, Ninh Bình",,,,
Miến lươn bà Phấn,"Đường Trần Hưng Đạo, Thành phố Ninh Bình, Ninh Bình",,,,
Nhà hàng Sao Biển,"Xóm 13, Nghi Phú, Đại lộ Lê Nin, Thành phố Vinh, Nghệ An",,,,
Nhà hàng Thanh Dung,"19 Trần Hưng Đạo, Phường Phùng Chí Kiên, Thành Phố Bắc Kạn, Bắc Kạn",0209 3879 392,,,
Nhà hàng Song Quỳnh,"09 Hồ Tùng Mậu, Thành phố Vinh, Nghệ An",,,,
Nhà hàng Cá Gỗ,"3 Vương Thúc Mậu, Thành phố Vinh, Nghệ An",,,,
Nhà hàng Thủy Linh,"144 Lê Hồng Phong, Thành phố Vinh, Nghệ An",,,,
Nhà hàng khách sạn Hữu Nghị,"74 Lê Lợi, Thành phố Vinh, Nghệ An",,,,
Nhà hàng du thuyền Hải Châu,"78 Ngô Thì Nhậm, khối 2, Phường Trung Đô, Thành phố Vinh, Nghệ An",,,,
Nhà hàng Đất Sét,"50 Nguyễn Quốc Trị, Thành phố Vinh, Nghệ An",,,,
Quán Tô Hải Yến,"198 Kon Tum, Phường Đức Xuân, Thành Phố Bắc Kạn, Bắc Kạn",0209 3879 123,tohaiyenbackan@gmail.com,,
Nhà hàng Ngô Đồng Quán,"8 Nguyễn Tài, Thành phố Vinh, Nghệ An",,,,
Nhà hàng Vạn Chài,"14 – 16 Đại Lộ Lê Nin (ngã tư Phạm Đình Toái), Thành phố Vinh, Nghệ An",,,,
Nhà hàng tiệc cưới Cung Lễ Hội,"01- 01A Trường Thi, Thành phố Vinh, Nghệ An",,,,
Nhà hàng Làng Việt,"183 Phong Định Cảng, Phường Trường Thi, Thành phố Vinh, Nghệ An",,,,
Nhà hàng Phố Núi,"103 Lê Hoàn, Thành phố Vinh, Nghệ An",,,,
Nhà hàng Việt Đức,"3 Tôn Thất Tùng, Phường Hưng Dũng, Thành phố Vinh, Nghệ An",,,,
Nhà hàng Sen Vàng,"39A Lê Hồng Phong, Thành phố Vinh, Nghệ An",,,,
Nhà hàng Ẩm thực 5A Nguyễn Trãi,"5A Nguyễn Trãi, Thành phố Vinh, Nghệ An",,,,
Nhà hàng Cây Me,"Số nhà 32, tổ 8b, đường Trần Hưng Đạo, Phường Đức Xuân, Thành Phố Bắc Kạn, Bắc Kạn",0209 3873 604,,,
Nhà hàng Suối Mơ,"2 Lê Mao, Thành phố Vinh, Nghệ An",,,,
Nhà hàng hải sản Toàn Hữu,"21 Lê Văn Miến, Phường Hà Huy Tập, Thành phố Vinh, Nghệ An",,,,
Lẩu ốc Bà Thúy,"8/25 Song Hào, Thành phố Nam Định, Nam Định",,,,
Nhà hàng Làng Việt Xưa,"578 Vũ Hữu Lợi, Phường Cửa Nam, Thành phố Nam Định, Nam Định",,,,
Quán Ngọc Hân,"81 tổ 10, Phường Nguyễn Thị Minh Khai, Thành Phố Bắc Kạn, Bắc Kạn",0209 0966961122,,,
Golden Palace,"98 Đông A, Khu đô thị Hòa Vượng, Thành phố Nam Định, Nam Định",,,,
Nhà hàng Cánh Diều Vàng,"Lô E9, Khu công nghiệp Mỹ Trung, Thành phố Nam Định, Nam Định",,,,
Nhà hàng GUGURELA,"60 Đông A, Hòa Vượng, Phường Lộc Vượng, Thành phố Nam Định, Nam Định",,,,
Nhà hàng KAZOKU,"91 Điện Biên,, Phường Cửa Bắc, Thành phố Nam Định, Nam Định",,,,
Nhà hàng Lá Đỏ,"475 Trường Chinh, Thành phố Nam Định, Nam Định",,,,
Hutong Nam Định,"27 Đại lộ Đông A, Khu đô thị  Hòa Vượng, Thành phố Nam Định, Nam Định",,,,
Quán Phúc Thành,"152 Hoàng Văn Thụ, Thành phố Nam Định, Nam Định",,,,
Nhà hàng Phong Lan,"26 Hoàng Văn Tuấn, Thành phố Nam Định, Nam Định",,,,
Vịt Đại Xuyên,"Đường Trần Nhân Tông nối dài, Thành phố Nam Định, Nam Định",,,,
Nhà hàng Tuấn Dê,"253 Hàn Thuyên, Phường Vị Xuyên, Thành phố Nam Định, Nam Định",,,,
Nhà hàng Quang Vinh,"7 Mạc Thị Bưởi, Thành phố Nam Định, Nam Định",,,,
Gà tươi Mạnh Hoạch,"Đường 10, Phường Lộc Vượng, Thành phố Nam Định, Nam Định",,,,
Nhà hàng cơm Thiên Phú,"Quốc lộ 10, Phường Lộc Vượng, Thành phố Nam Định, Nam Định",,,,
Nhà hàng Chen,"300 Trường Chinh, Phường Vị Xuyên, Thành phố Nam Định, Nam Định",,,,
Bún ốc Trường Chinh,"Gần trường CĐSP Nam Định, đường Trường Chinh, Thành phố Nam Định, Nam Định",,,,
Funny Monkey,"Số 25 Đội Kỳ, Xã Dương Quang, Thành Phố Bắc Kạn, Bắc Kạn",0209 096 935 60 78,,,
Phở 10 Lý Quốc Sư,"6 Bến Ngự, Thành phố Nam Định, Nam Định",,,,
Nhà hàng Thanh Thanh,"Quốc lộ 1A, Thành phố Tân An, Long An",,,,
Nhà hàng Mỹ Đình,"119 Hùng Vương, Phường 2, Thành phố Tân An, Long An",,,,
Nhà hàng Phương Tuyền,"8 Võ Công Tồn, Thành phố Tân An, Long An",,,,
Nhà hàng ẩm thực Tứ Xuyên,"33 Phạm Văn Chiêu, Phường 6, Thành phố Tân An, Long An",,,,
Nhà hàng Tám Cương,"74 Tổ 1  QL3, Phùng Chí Kiên, Phường Sông Cầu, Thành Phố Bắc Kạn, Bắc Kạn",0209 098 289 32 88,,,
Nhà hàng Nhật Nguyệt,"Tỉnh lộ 824, 11E, KP 5, Thị trấn Đức Hòa, Huyện Đức Hòa, Long An",,,,
Điểm hẹn Sài Gòn,"15A Nguyễn Hữu Thọ, Huyện Bến Lức, Long An",,,,
Nhà hàng Cảnh Việt,"349 Nguyễn Văn Siêu, Huyện Bến Lức, Long An",,,,
Nhà hàng Hoàng Trường Sa,"Gần Lăng cụ Nguyễn Huỳnh Đức, Phường Khánh Hậu, Thành phố Tân An, Long An",,,,
Nhà hàng Quán Tre,"61 Trịnh Quang Nghị, Thành phố Tân An, Long An",,,,
Nhà hàng Hương Lúa,"Hồ Văn Huê, Thị trấn Cần Đước, Huyện Cần Đước, Long An",,,,
Cơm Nhà Ta Quán,"41 Xuân Viên, Thị xã Sa Pa, Lào Cai",,,,
Hải Cảng Restaurant Fansipan,"Khu du lịch cáp treo Fansipan Legend, Thị xã Sa Pa, Lào Cai",,,,
Nhà Hàng Thác Bạc,"Km 12 Khu du lịch Thác Bạc, Thị xã Sa Pa, Lào Cai",,,,
Nhà hàng A Dũng,"85 Xuân Viên, Thị xã Sa Pa, Lào Cai",,,,
Little Sapa Restaurant,"5 Đồng Lợi, Thị xã Sa Pa, Lào Cai",,,,
Quán A Quỳnh,"15 Thạch Sơn, Thị xã Sa Pa, Lào Cai",,,,
Nhà hàng Anise Sapa,"02 Đường Bậc Đá Victoria, Thị xã Sa Pa, Lào Cai",,,,
La Roma Pizza,"30 Cầu Mây, Thị xã Sa Pa, Lào Cai",,,,
Nhà hàng Green,"42 Lê Hồng Phong, Phường Tam Thanh, Thành phố Lạng Sơn, Lạng Sơn",,,,
Tree Garden,"Phước Lại, Huyện Cần Giuộc, Long An",,,,
Pizza Company,"86 Hùng Vương, Phường 2, Thành phố Tân An, Long An",,,,
Gà tươi Minh Hoạch,"9 Nguyễn Văn Tố, Phường Sông Cầu, Thành Phố Bắc Kạn, Bắc Kạn",0209 0978096660,,,
Nhà hàng Hội Nghị,"61 Nguyễn Huệ, Phường 1, Thành phố Tân An, Long An",,,,
Quán Xưa,"Quốc lộ 1A, Mai Pha 3, Xã Mai Pha, Thành phố Lạng Sơn, Lạng Sơn",,,,
Cửa hàng bà Thắm,"14 Nguyễn Du, Thành phố Lạng Sơn, Lạng Sơn",,,,
Mì vịt xoài,"32 Bà Triệu, Thành phố Lạng Sơn, Lạng Sơn",,,,
Bánh Cao Xoài,"223 Bắc Sơn, Thành phố Lạng Sơn, Lạng Sơn",,,,
Cửa hàng Ông Gu,"215 Trần Đăng Ninh, Thành phố Lạng Sơn, Lạng Sơn",,,,
Cửa hàng Quan Phương Thảo,"194 Bắc Sơn, Thành phố Lạng Sơn, Lạng Sơn",,,,
Nhà hàng thế kỷ mới,"Đảo Hồ Loan, Phường Tam Thanh, Thành phố Lạng Sơn, Lạng Sơn",,,,
Nhà hàng Linh Dẩn,"Yết Kiêu, Phường Tam Thanh, Thành phố Lạng Sơn, Lạng Sơn",,,,
Nem nướng Hữu Lũng,"Đông Tân, Huyện Hữu Lũng, Lạng Sơn",,,,
Nhà hàng New Century,"Hồ Phai Loạn- Đường trần Đăng Ninh, Thành phố Lạng Sơn, Lạng Sơn",,,,
Tiệm vịt quay Mật Mật,"12 Bắc Sơn, Thành phố Lạng Sơn, Lạng Sơn",,,,
G9 Coffee House,"40 Phai Vệ, Thành phố Lạng Sơn, Lạng Sơn",,,,
Quán Anh Phong,"17 Ngô Quyền, Thành phố Lạng Sơn, Lạng Sơn",,,,
Bánh mì Cô Nhạn,"337 Bà Triệu, Phường Vĩnh Trại, Thành phố Lạng Sơn, Lạng Sơn",,,,
Bánh cuốn Bà Loan,"119 Bắc Sơn, Phường Hoàng Văn Thụ, Thành phố Lạng Sơn, Lạng Sơn",,,,
Hải sản Dũng Abu,"83 Hùng Vương, Phường Chi Lăng, Thành phố Lạng Sơn, Lạng Sơn",,,,
Nhà hàng Song Mây,"Đường Trần Quang Khải, Phường 8, Thành phố Đà Lạt, Lâm Đồng",0263 3552377,,,
